tipoProducto,codigoDncp,nombre,estado,codigo,mapa,clasificadorProducto,subclasificadorProducto,concentracion,formaFarmaceutica,presentacion,codigoGrupoFarmacologico,nombreGrupoFarmacologico,codigoSubgrupoFarmacologico,nombreSubgrupoFarmacologico,tipoAdquisicion,id
"MEDICAMENTO","51142905-001","BUPIVACAINA CLORHIDRATO CON DEXTROSA","HABILITADO","2181","false","SISTEMA NERVIOSO","MEDICAMENTO -ANESTÉSICOS","0,5% EN DEXTROSA 8% (80 MG/ML) __","INYECTABLE","AMPOLLA X 4 ML","N","SISTEMA NERVIOSO","1","MEDICAMENTO -ANESTÉSICOS","LISTADO BASICO","47160",
"MEDICAMENTO","51142905-002","BUPIVACAINA CLORHIDRATO CON EPINEFRINA","HABILITADO","2182","false","SISTEMA NERVIOSO","MEDICAMENTO -ANESTÉSICOS","0,5% + EPINEFRINA 1:2000000 __","INYECTABLE","AMPOLLA 20ML","N","SISTEMA NERVIOSO","1","MEDICAMENTO -ANESTÉSICOS","LISTADO BASICO","47161",
"MEDICAMENTO","","BUPROPION (CLORHIDRATO)","HABILITADO","2183","false","SISTEMA NERVIOSO","MEDICAMENTO -PSICOANALÉPTICOS","150 MG __","COMPRIMIDO","UNIDAD","N","SISTEMA NERVIOSO","6","MEDICAMENTO -PSICOANALÉPTICOS","LISTADO BASICO","47162",
"MEDICAMENTO","51191905-083","CALCIO (CARBONATO)","HABILITADO","2184","false","TRACTO ALIMENTARIO Y METABOLISMO","MEDICAMENTO -SUPLEMENTOS MINERALES","500 MG (CALCIO ELEMENTAL) __","COMPRIMIDO","BLISTER X 10","A","TRACTO ALIMENTARIO Y METABOLISMO","12","MEDICAMENTO -SUPLEMENTOS MINERALES","LISTADO BASICO","47163",
"MEDICAMENTO","51141513-001","CARBAMAZEPINA","HABILITADO","2185","false","SISTEMA NERVIOSO","MEDICAMENTO -ANTIEPILÉPTICOS","200 MG __","COMPRIMIDO","UNIDAD","N","SISTEMA NERVIOSO","3","MEDICAMENTO -ANTIEPILÉPTICOS","LISTADO BASICO","47164",
"MEDICAMENTO","51141513-002","CARBAMAZEPINA","HABILITADO","2186","false","SISTEMA NERVIOSO","MEDICAMENTO -ANTIEPILÉPTICOS","100 MG/5 ML __","LIQUIDO ORAL","FRASCO","N","SISTEMA NERVIOSO","3","MEDICAMENTO -ANTIEPILÉPTICOS","LISTADO BASICO","47165",
"MEDICAMENTO","11101522-001","CARBON ACTIVADO","HABILITADO","2187","false","TRACTO ALIMENTARIO Y METABOLISMO","MEDICAMENTO -ANTIDIARREICOS, ANGENTES ATIINFLAMATORIOS/ANTIINFECCIOSOS INTESTINALES","CONCENTRACION ESTANDAR __","POLVO ORAL","SOBRE","A","TRACTO ALIMENTARIO Y METABOLISMO","7","MEDICAMENTO -ANTIDIARREICOS, ANGENTES ATIINFLAMATORIOS/ANTIINFECCIOSOS INTESTINALES","LISTADO BASICO","47166",
"MEDICAMENTO","51111503-001","CARBOPLATINO","HABILITADO","2188","false","ANTINEOPLASICOS E INMUNOMODULARES","MEDICAMENTO -ANTINEOPLÁSICOS","150 MG __","INYECTABLE","FRASCO AMPOLLA","L","ANTINEOPLASICOS E INMUNOMODULARES","1","MEDICAMENTO -ANTINEOPLÁSICOS","LISTADO BASICO","47167",
"MEDICAMENTO","51111503-001","CARBOPLATINO","HABILITADO","2189","false","ANTINEOPLASICOS E INMUNOMODULARES","MEDICAMENTO -ANTINEOPLÁSICOS","450 MG __","INYECTABLE","FRASCO AMPOLLA","L","ANTINEOPLASICOS E INMUNOMODULARES","1","MEDICAMENTO -ANTINEOPLÁSICOS","LISTADO BASICO","47168",
"MEDICAMENTO","51121709-001","CARVEDILOL","HABILITADO","2190","false","SISTEMA CARDIOVASCULAR","MEDICAMENTO -BETA-BLOQUEANTES","6,25 MG __","COMPRIMIDO","UNIDAD","C","SISTEMA CARDIOVASCULAR","7","MEDICAMENTO -BETA-BLOQUEANTES","LISTADO BASICO","47169",
"MEDICAMENTO","51121709-001","CARVEDILOL","HABILITADO","2191","false","SISTEMA CARDIOVASCULAR","MEDICAMENTO -BETA-BLOQUEANTES","25 MG __","COMPRIMIDO","UNIDAD","C","SISTEMA CARDIOVASCULAR","7","MEDICAMENTO -BETA-BLOQUEANTES","LISTADO BASICO","47170",
"MEDICAMENTO","51101550-002","CEFALEXINA","HABILITADO","2192","false","ANTIINFECCIOSOS PARA USO SISTEMICO","MEDICAMENTO -ANTIBACTERIANOS PARA USO SISTÉMICO","500 MG / 5 ML __","LIQUIDO ORAL","FRASCO 90ML","J","ANTIINFECCIOSOS PARA USO SISTEMICO","1","MEDICAMENTO -ANTIBACTERIANOS PARA USO SISTÉMICO","LISTADO BASICO","47171",
"MEDICAMENTO","","CEFALEXINA","HABILITADO","2193","false","ANTIINFECCIOSOS PARA USO SISTEMICO","MEDICAMENTO -ANTIBACTERIANOS PARA USO SISTÉMICO","500 MG __","CAPSULA","BLISTER X 10","","ANTIINFECCIOSOS PARA USO SISTEMICO","","MEDICAMENTO -ANTIBACTERIANOS PARA USO SISTÉMICO","DONACION","47172",
"MEDICAMENTO","51101578-002","CEFAZOLINA (SAL SODICA)","HABILITADO","2194","false","ANTIINFECCIOSOS PARA USO SISTEMICO","MEDICAMENTO -ANTIBACTERIANOS PARA USO SISTÉMICO","1 G __","INYECTABLE","FRASCO AMPOLLA","J","ANTIINFECCIOSOS PARA USO SISTEMICO","1","MEDICAMENTO -ANTIBACTERIANOS PARA USO SISTÉMICO","LISTADO BASICO","47173",
"MEDICAMENTO","51101599-002","CEFIXIME","HABILITADO","2195","false","ANTIINFECCIOSOS PARA USO SISTEMICO","MEDICAMENTO -ANTIBACTERIANOS PARA USO SISTÉMICO","100 MG/5ML __","LIQUIDO ORAL","FRASCO","J","ANTIINFECCIOSOS PARA USO SISTEMICO","1","MEDICAMENTO -ANTIBACTERIANOS PARA USO SISTÉMICO","LISTADO BASICO","47174",
"MEDICAMENTO","51101599-001","CEFIXIME","HABILITADO","2196","false","ANTIINFECCIOSOS PARA USO SISTEMICO","MEDICAMENTO -ANTIBACTERIANOS PARA USO SISTÉMICO","400 MG __","COMPRIMIDO","BLISTER","J","ANTIINFECCIOSOS PARA USO SISTEMICO","1","MEDICAMENTO -ANTIBACTERIANOS PARA USO SISTÉMICO","LISTADO BASICO","47175",
"MEDICAMENTO","51101596-002","CEFOPERAZONA + SULBACTAM","HABILITADO","2197","false","ANTIINFECCIOSOS PARA USO SISTEMICO","MEDICAMENTO -ANTIBACTERIANOS PARA USO SISTÉMICO","1 G + 500 MG __","INYECTABLE","FRASCO AMPOLLA","J","ANTIINFECCIOSOS PARA USO SISTEMICO","1","MEDICAMENTO -ANTIBACTERIANOS PARA USO SISTÉMICO","LISTADO BASICO","47176",
"MEDICAMENTO","51101596-001","CEFOTAXIMA","HABILITADO","2198","false","ANTIINFECCIOSOS PARA USO SISTEMICO","MEDICAMENTO -ANTIBACTERIANOS PARA USO SISTÉMICO","1 G __","INYECTABLE","FRASCO AMPOLLA","J","ANTIINFECCIOSOS PARA USO SISTEMICO","1","MEDICAMENTO -ANTIBACTERIANOS PARA USO SISTÉMICO","LISTADO BASICO","47177",
"MEDICAMENTO","51101552-002","CEFTAZIDIMA","HABILITADO","2199","false","ANTIINFECCIOSOS PARA USO SISTEMICO","MEDICAMENTO -ANTIBACTERIANOS PARA USO SISTÉMICO","1 G __","INYECTABLE","FRASCO AMPOLLA","J","ANTIINFECCIOSOS PARA USO SISTEMICO","1","MEDICAMENTO -ANTIBACTERIANOS PARA USO SISTÉMICO","LISTADO BASICO","47178",
"MEDICAMENTO","51101551-001","CEFTRIAXONA","HABILITADO","2200","false","ANTIINFECCIOSOS PARA USO SISTEMICO","MEDICAMENTO -ANTIBACTERIANOS PARA USO SISTÉMICO","1 G __","INYECTABLE","FRASCO AMPOLLA","J","ANTIINFECCIOSOS PARA USO SISTEMICO","1","MEDICAMENTO -ANTIBACTERIANOS PARA USO SISTÉMICO","LISTADO BASICO","47179",
"MEDICAMENTO","","CEFUROXIME","HABILITADO","2201","false","ANTIINFECCIOSOS PARA USO SISTEMICO","MEDICAMENTO -ANTIBACTERIANOS PARA USO SISTÉMICO","1 G __","INYECTABLE","FRASCO AMPOLLA","","ANTIINFECCIOSOS PARA USO SISTEMICO","","MEDICAMENTO -ANTIBACTERIANOS PARA USO SISTÉMICO","DONACION","47180",
"MEDICAMENTO","51111507-001","CICLOFOSFAMIDA","HABILITADO","2202","false","ANTINEOPLASICOS E INMUNOMODULARES","MEDICAMENTO -ANTINEOPLÁSICOS","500 MG __","INYECTABLE","FRASCO AMPOLLA","L","ANTINEOPLASICOS E INMUNOMODULARES","1","MEDICAMENTO -ANTINEOPLÁSICOS","LISTADO BASICO","47181",
"MEDICAMENTO","51111507-001","CICLOFOSFAMIDA","HABILITADO","2203","false","ANTINEOPLASICOS E INMUNOMODULARES","MEDICAMENTO -ANTINEOPLÁSICOS","1 G __","INYECTABLE","FRASCO AMPOLLA","L","ANTINEOPLASICOS E INMUNOMODULARES","1","MEDICAMENTO -ANTINEOPLÁSICOS","LISTADO BASICO","47182",
"MEDICAMENTO","51111507-002","CICLOFOSFAMIDA","HABILITADO","2204","false","ANTINEOPLASICOS E INMUNOMODULARES","MEDICAMENTO -ANTINEOPLÁSICOS","50 MG __","COMPRIMIDO","BLISTER X 10","L","ANTINEOPLASICOS E INMUNOMODULARES","1","MEDICAMENTO -ANTINEOPLÁSICOS","LISTADO BASICO","47183",
"MEDICAMENTO","51201502-002","CICLOSPORINA","HABILITADO","2205","false","ANTINEOPLASICOS E INMUNOMODULARES","MEDICAMENTO -INMUNOSUPRESORES","100 MG/ML __","LIQUIDO ORAL","FRASCO","L","ANTINEOPLASICOS E INMUNOMODULARES","4","MEDICAMENTO -INMUNOSUPRESORES","LISTADO BASICO","47184",
"MEDICAMENTO","51201502-001","CICLOSPORINA","HABILITADO","2206","false","ANTINEOPLASICOS E INMUNOMODULARES","MEDICAMENTO -INMUNOSUPRESORES","100 MG _","CAPSULA BLANDA","BLISTER X 10","L","ANTINEOPLASICOS E INMUNOMODULARES","4","MEDICAMENTO -INMUNOSUPRESORES","LISTADO BASICO","47185",
"MEDICAMENTO","51201502-001","CICLOSPORINA","HABILITADO","2207","false","ANTINEOPLASICOS E INMUNOMODULARES","MEDICAMENTO -INMUNOSUPRESORES","25 MG __","CAPSULA BLANDA","BLISTER X 10","L","ANTINEOPLASICOS E INMUNOMODULARES","4","MEDICAMENTO -INMUNOSUPRESORES","LISTADO BASICO","47186",
"MEDICAMENTO","","CICLOSPORINA","DESHABILITADO","2208","false","ANTINEOPLASICOS E INMUNOMODULARES","MEDICAMENTO -INMUNOSUPRESORES","50 MG __","CAPSULA BLANDA","BLISTER X 10","","ANTINEOPLASICOS E INMUNOMODULARES","","MEDICAMENTO -INMUNOSUPRESORES","DONACION","47187",
"MEDICAMENTO","51101542-002","CIPROFLOXACINA","HABILITADO","2209","false","ANTIINFECCIOSOS PARA USO SISTEMICO","MEDICAMENTO -ANTIBACTERIANOS PARA USO SISTÉMICO","500 MG __","COMPRIMIDO","BLISTER X 10","J","ANTIINFECCIOSOS PARA USO SISTEMICO","1","MEDICAMENTO -ANTIBACTERIANOS PARA USO SISTÉMICO","LISTADO BASICO","47188",
"MEDICAMENTO","51101542-001","CIPROFLOXACINA","HABILITADO","2210","false","ANTIINFECCIOSOS PARA USO SISTEMICO","MEDICAMENTO -ANTIBACTERIANOS PARA USO SISTÉMICO","200 MG/100 ML __","INYECTABLE","FRASCO 100ML","J","ANTIINFECCIOSOS PARA USO SISTEMICO","1","MEDICAMENTO -ANTIBACTERIANOS PARA USO SISTÉMICO","LISTADO BASICO","47189",
"MEDICAMENTO","51101542-007","CIPROFLOXACINA","HABILITADO","2211","false","ORGANOS DE LOS SENTIDOS","MEDICAMENTO -OFTALMOLÓGICOS","0,3 %","SOLUCION OFTALMICA","FRASCO GOTERO","S","ORGANOS DE LOS SENTIDOS","1","MEDICAMENTO -OFTALMOLÓGICOS","LISTADO BASICO","47190",
"MEDICAMENTO","51111506-001","CISPLATINO","HABILITADO","2212","false","ANTINEOPLASICOS E INMUNOMODULARES","MEDICAMENTO -ANTINEOPLÁSICOS","10 MG _","INYECTABLE","FRASCO AMPOLLA","L","ANTINEOPLASICOS E INMUNOMODULARES","1","MEDICAMENTO -ANTINEOPLÁSICOS","LISTADO BASICO","47191",
"MEDICAMENTO","51111506-001","CISPLATINO","HABILITADO","2213","false","ANTINEOPLASICOS E INMUNOMODULARES","MEDICAMENTO -ANTINEOPLÁSICOS","50 MG __","INYECTABLE","FRASCO AMPOLLA","L","ANTINEOPLASICOS E INMUNOMODULARES","1","MEDICAMENTO -ANTINEOPLÁSICOS","LISTADO BASICO","47192",
"MEDICAMENTO","51111602001","CITARABINA","HABILITADO","2214","false","ANTINEOPLASICOS E INMUNOMODULARES","MEDICAMENTO -ANTINEOPLÁSICOS","100 MG _","INYECTABLE","FRASCO AMPOLLA","L","ANTINEOPLASICOS E INMUNOMODULARES","1","MEDICAMENTO -ANTINEOPLÁSICOS","LISTADO BASICO","47193",
"MEDICAMENTO","51111602-001","CITARABINA","HABILITADO","2215","false","ANTINEOPLASICOS E INMUNOMODULARES","MEDICAMENTO -ANTINEOPLÁSICOS","500 MG __","INYECTABLE","FRASCO AMPOLLA","L","ANTINEOPLASICOS E INMUNOMODULARES","1","MEDICAMENTO -ANTINEOPLÁSICOS","LISTADO BASICO","47194",
"MEDICAMENTO","51101522-001","CLARITROMICINA","HABILITADO","2216","false","ANTIINFECCIOSOS PARA USO SISTEMICO","MEDICAMENTO -ANTIBACTERIANOS PARA USO SISTÉMICO","500 MG __","COMPRIMIDO","BLISTER X 10","J","ANTIINFECCIOSOS PARA USO SISTEMICO","1","MEDICAMENTO -ANTIBACTERIANOS PARA USO SISTÉMICO","LISTADO BASICO","47195",
"MEDICAMENTO","51101522-002","CLARITROMICINA","HABILITADO","2217","false","ANTIINFECCIOSOS PARA USO SISTEMICO","MEDICAMENTO -ANTIBACTERIANOS PARA USO SISTÉMICO","250 MG/5ML __","LIQUIDO ORAL","FRASCO","J","ANTIINFECCIOSOS PARA USO SISTEMICO","1","MEDICAMENTO -ANTIBACTERIANOS PARA USO SISTÉMICO","LISTADO BASICO","47196",
"MEDICAMENTO","51101504-9999","CLINDAMICINA CLORHIDRATO","HABILITADO","2218","false","ANTIINFECCIOSOS PARA USO SISTEMICO","MEDICAMENTO -ANTIBACTERIANOS PARA USO SISTÉMICO","300 MG __","CAPSULA","BLISTER X 10","J","ANTIINFECCIOSOS PARA USO SISTEMICO","1","MEDICAMENTO -ANTIBACTERIANOS PARA USO SISTÉMICO","LISTADO BASICO","47197",
"MEDICAMENTO","51101504-001","CLINDAMICINA FOSFATO","HABILITADO","2219","false","ANTIINFECCIOSOS PARA USO SISTEMICO","MEDICAMENTO -ANTIBACTERIANOS PARA USO SISTÉMICO","150 MG/ML __","INYECTABLE","AMPOLLA X 4 ML","J","ANTIINFECCIOSOS PARA USO SISTEMICO","1","MEDICAMENTO -ANTIBACTERIANOS PARA USO SISTÉMICO","LISTADO BASICO","47198",
"MEDICAMENTO","51101504-9998","CLINDAMICINA FOSFATO","HABILITADO","2220","false","ANTIINFECCIOSOS PARA USO SISTEMICO","MEDICAMENTO -ANTIBACTERIANOS PARA USO SISTÉMICO","75 MG/5ML __","LIQUIDO ORAL","FRASCO","J","ANTIINFECCIOSOS PARA USO SISTEMICO","1","MEDICAMENTO -ANTIBACTERIANOS PARA USO SISTÉMICO","LISTADO BASICO","47199",
"MEDICAMENTO","51181742-003","CLOBETASOL","HABILITADO","2221","false","DERMATOLOGICOS","MEDICAMENTO -CORTICOESTEROIDES PARA USO DERMATOLÓGICO","0,0005 __","CREMA /POMADA","TUBO","D","DERMATOLOGICOS","7","MEDICAMENTO -CORTICOESTEROIDES PARA USO DERMATOLÓGICO","LISTADO BASICO","47200",
"MEDICAMENTO","51141614-001","CLOMIPRAMINA","HABILITADO","2222","false","SISTEMA NERVIOSO","MEDICAMENTO -PSICOANALÉPTICOS","25 MG __","COMPRIMIDO","BLISTER X 10","N","SISTEMA NERVIOSO","6","MEDICAMENTO -PSICOANALÉPTICOS","LISTADO BASICO","47201",
"MEDICAMENTO","51141502-001","CLONAZEPAM","HABILITADO","2223","false","SISTEMA NERVIOSO","MEDICAMENTO -ANTIEPILÉPTICOS","2 MG __","COMPRIMIDO","BLISTER X 10","N","SISTEMA NERVIOSO","3","MEDICAMENTO -ANTIEPILÉPTICOS","LISTADO BASICO","47202",
"MEDICAMENTO","51131709-002","CLOPIDOGREL","HABILITADO","2225","false","SANGRE Y ORGANOS FORMADORES DE SANGRE","MEDICAMENTO -AGENTES ANTITROMBÓTICOS","75 MG __","COMPRIMIDO","BLISTER X 10","B","SANGRE Y ORGANOS FORMADORES DE SANGRE","1","MEDICAMENTO -AGENTES ANTITROMBÓTICOS","LISTADO BASICO","47203",
"MEDICAMENTO","51101503-004","CLORANFENICOL SUCCINATO SODICO","HABILITADO","2226","false","ANTIINFECCIOSOS PARA USO SISTEMICO","MEDICAMENTO -ANTIBACTERIANOS PARA USO SISTÉMICO","1 G __","INYECTABLE","FRASCO AMPOLLA","J","ANTIINFECCIOSOS PARA USO SISTEMICO","1","MEDICAMENTO -ANTIBACTERIANOS PARA USO SISTÉMICO","LISTADO BASICO","47204",
"MEDICAMENTO","51161630-002","CLORFENAMINA (CLORFENIRAMINA)","HABILITADO","2227","false","SISTEMA RESPIRATORIO","MEDICAMENTO -ANTIHISTAMÍNICOS PARA USO SISTÉMICO","10 MG / ML __","INYECTABLE","AMPOLLA 1ML","R","SISTEMA RESPIRATORIO","6","MEDICAMENTO -ANTIHISTAMÍNICOS PARA USO SISTÉMICO","LISTADO BASICO","47205",
"MEDICAMENTO","51161630-001","CLORFENAMINA (CLORFENIRAMINA)","HABILITADO","2228","false","SISTEMA RESPIRATORIO","MEDICAMENTO -ANTIHISTAMÍNICOS PARA USO SISTÉMICO","2,5 MG/5ML __","LIQUIDO ORAL","FRASCO","R","SISTEMA RESPIRATORIO","6","MEDICAMENTO -ANTIHISTAMÍNICOS PARA USO SISTÉMICO","LISTADO BASICO","47206",
"MEDICAMENTO","51161630-006","CLORFENAMINA (CLORFENIRAMINA)","HABILITADO","2229","false","SISTEMA RESPIRATORIO","MEDICAMENTO -ANTIHISTAMÍNICOS PARA USO SISTÉMICO","4 MG __","COMPRIMIDO","BLISTER X 10","R","SISTEMA RESPIRATORIO","6","MEDICAMENTO -ANTIHISTAMÍNICOS PARA USO SISTÉMICO","LISTADO BASICO","47207",
"MEDICAMENTO","51102707-001","CLORHEXIDINA GLUCONATO","HABILITADO","2230","false","DERMATOLOGICOS","MEDICAMENTO -ANTISÉPTICOS Y DESINFECTANTES","0,04 __","SOLUCION","FRASCO","D","DERMATOLOGICOS","8","MEDICAMENTO -ANTISÉPTICOS Y DESINFECTANTES","LISTADO BASICO","47208",
"MEDICAMENTO","51101910-001","CLOROQUINA FOSFATO","HABILITADO","2231","false","ANTIPARASITARIOS, INSECTICIDAS Y REPELENTES","MEDICAMENTO -ANTIPROTOZOARIOS","250 MG (150 MG BASE) __","COMPRIMIDO","PROGRAMA MALARIA","P","ANTIPARASITARIOS, INSECTICIDAS Y REPELENTES","1","MEDICAMENTO -ANTIPROTOZOARIOS","LISTADO BASICO","47209",
"MEDICAMENTO","51191802-001","CLORURO DE POTASIO","HABILITADO","2232","false","SANGRE Y ORGANOS FORMADORES DE SANGRE","MEDICAMENTO -SUSTITUTOS DE LA SANGRE Y SOLUCIONES PARA PERFUSIÓN","3 MEQ/ ML __","INYECTABLE","AMPOLLA X 10 ML","B","SANGRE Y ORGANOS FORMADORES DE SANGRE","5","MEDICAMENTO -SUSTITUTOS DE LA SANGRE Y SOLUCIONES PARA PERFUSIÓN","LISTADO BASICO","47210",
"MEDICAMENTO","51191602-001","CLORURO DE SODIO","HABILITADO","2233","false","SANGRE Y ORGANOS FORMADORES DE SANGRE","MEDICAMENTO -SUSTITUTOS DE LA SANGRE Y SOLUCIONES PARA PERFUSIÓN","3 MEQ/ ML __","INYECTABLE","AMPOLLA X 10 ML","B","SANGRE Y ORGANOS FORMADORES DE SANGRE","5","MEDICAMENTO -SUSTITUTOS DE LA SANGRE Y SOLUCIONES PARA PERFUSIÓN","LISTADO BASICO","47211",
"MEDICAMENTO","51101805-004","CLOTRIMAZOL","HABILITADO","2234","false","SISTEMA GENITOURINARIO Y HORMONAS SEXUALES","MEDICAMENTO -ANTIINFECCIOSOS Y ANTISÉPTICOS GINECOLÓGICOS","100 MG _","OVULO","CAJA X 10 COMPRIMIDOS","G","SISTEMA GENITOURINARIO Y HORMONAS SEXUALES","1","MEDICAMENTO -ANTIINFECCIOSOS Y ANTISÉPTICOS GINECOLÓGICOS","LISTADO BASICO","47212",
"MEDICAMENTO","51142233-001","CODEINA FOSFATO + PARACETAMOL","HABILITADO","2235","false","SISTEMA NERVIOSO","MEDICAMENTO -ANALGÉSICOS","30 MG + 500 MG __","COMPRIMIDO","BLISTER X 10","N","SISTEMA NERVIOSO","2","MEDICAMENTO -ANALGÉSICOS","LISTADO BASICO","47213",
"MEDICAMENTO","51101526-005","COLISTINA","HABILITADO","2236","false","ANTIINFECCIOSOS PARA USO SISTEMICO","MEDICAMENTO -ANTIBACTERIANOS PARA USO SISTÉMICO","100 MG _","INYECTABLE","AMPOLLA","J","ANTIINFECCIOSOS PARA USO SISTEMICO","1","MEDICAMENTO -ANTIBACTERIANOS PARA USO SISTÉMICO","LISTADO BASICO","47214",
"MEDICAMENTO","","DAPSONA","HABILITADO","2237","false","ANTIINFECCIOSOS PARA USO SISTEMICO","MEDICAMENTO -ANTIMICOBATERIAS (TUBERCULOSIS Y LEPRA)","100 MG _","COMPRIMIDO","NORMA PROGRAMA LEPRA","J","ANTIINFECCIOSOS PARA USO SISTEMICO","4","MEDICAMENTO -ANTIMICOBATERIAS (TUBERCULOSIS Y LEPRA)","LISTADO BASICO","47215",
"MEDICAMENTO","","DARUNAVIR","HABILITADO","2238","false","ANTIINFECCIOSOS PARA USO SISTEMICO","MEDICAMENTO -ANTIVIRALES DE USO SISTÉMICO","300 MG __","COMPRIMIDO","BLISTER X 10","J","ANTIINFECCIOSOS PARA USO SISTEMICO","5","MEDICAMENTO -ANTIVIRALES DE USO SISTÉMICO","LISTADO BASICO","47216",
"MEDICAMENTO","","DESMOPRESINA","HABILITADO","2239","false","PREPARADOS HORMONALES SISTEMICOS","MEDICAMENTO -HORMONAS HIPOFISARIAS E HIPOTALÁMICAS Y SUS ANÁLOGOS","10 MCG/DOSIS __","AEROSOL","FRASCO 5ML","H","PREPARADOS HORMONALES SISTEMICOS","1","MEDICAMENTO -HORMONAS HIPOFISARIAS E HIPOTALÁMICAS Y SUS ANÁLOGOS","LISTADO BASICO","47217",
"MEDICAMENTO","51181704-002","DEXAMETASONA","HABILITADO","2240","false","PREPARADOS HORMONALES SISTEMICOS","MEDICAMENTO -CORTICOESTEROIDES PARA USO SISTÉMICO","4 MG/ML __","INYECTABLE","AMPOLLA X 2 ML","H","PREPARADOS HORMONALES SISTEMICOS","2","MEDICAMENTO -CORTICOESTEROIDES PARA USO SISTÉMICO","LISTADO BASICO","47218",
"MEDICAMENTO","51181704-013","DEXAMETASONA FOSFATO + DEXAMETASONA PIVALATO","HABILITADO","2241","false","PREPARADOS HORMONALES SISTEMICOS","MEDICAMENTO -CORTICOESTEROIDES PARA USO SISTÉMICO","2MG + 8MG/ML __","INYECTABLE","AMPOLLA X 2 ML","H","PREPARADOS HORMONALES SISTEMICOS","2","MEDICAMENTO -CORTICOESTEROIDES PARA USO SISTÉMICO","LISTADO BASICO","47219",
"MEDICAMENTO","51161808-001","DEXTROMETORFANO BROMHIDRATO","HABILITADO","2242","false","SISTEMA RESPIRATORIO","MEDICAMENTO -PREPARADOS PARA LA TOS Y EL RESFRÍO","15 MG/ ML __","LIQUIDO ORAL","FRASCO GOTERO","R","SISTEMA RESPIRATORIO","5","MEDICAMENTO -PREPARADOS PARA LA TOS Y EL RESFRÍO","LISTADO BASICO","47220",
"MEDICAMENTO","51141920-002","DIAZEPAM","HABILITADO","2243","false","SISTEMA NERVIOSO","MEDICAMENTO -PSICOLÉPTICOS","10 MG _","COMPRIMIDO","BLISTER X 10","N","SISTEMA NERVIOSO","5","MEDICAMENTO -PSICOLÉPTICOS","LISTADO BASICO","47221",
"MEDICAMENTO","51141920-001","DIAZEPAM","HABILITADO","2244","false","SISTEMA NERVIOSO","MEDICAMENTO -PSICOLÉPTICOS","10 MG _","INYECTABLE","AMPOLLA X 2 ML","N","SISTEMA NERVIOSO","5","MEDICAMENTO -PSICOLÉPTICOS","LISTADO BASICO","47222",
"MEDICAMENTO","","DICLOXACILINA SODICA","HABILITADO","2247","false","ANTIINFECCIOSOS PARA USO SISTEMICO","MEDICAMENTO -ANTIBACTERIANOS PARA USO SISTÉMICO","500 MG __","COMPRIMIDO","BLISTER X 10","J","ANTIINFECCIOSOS PARA USO SISTEMICO","1","MEDICAMENTO -ANTIBACTERIANOS PARA USO SISTÉMICO","LISTADO BASICO","47223",
"MEDICAMENTO","","DICLOXACILINA SODICA","HABILITADO","2248","false","ANTIINFECCIOSOS PARA USO SISTEMICO","MEDICAMENTO -ANTIBACTERIANOS PARA USO SISTÉMICO","250 MG/5ML __","LIQUIDO ORAL","FRASCO 100ML","J","ANTIINFECCIOSOS PARA USO SISTEMICO","1","MEDICAMENTO -ANTIBACTERIANOS PARA USO SISTÉMICO","LISTADO BASICO","47224",
"MEDICAMENTO","","DIDANOSINA","HABILITADO","2249","false","ANTIINFECCIOSOS PARA USO SISTEMICO","MEDICAMENTO -ANTIVIRALES DE USO SISTÉMICO","400 MG __","COMPRIMIDO","BLISTER X 10","J","ANTIINFECCIOSOS PARA USO SISTEMICO","5","MEDICAMENTO -ANTIVIRALES DE USO SISTÉMICO","LISTADO BASICO","47225",
"MEDICAMENTO","","DIDANOSINA","HABILITADO","2250","false","ANTIINFECCIOSOS PARA USO SISTEMICO","MEDICAMENTO -ANTIVIRALES DE USO SISTÉMICO","100 MG _","COMPRIMIDO","BLISTER X 10","J","ANTIINFECCIOSOS PARA USO SISTEMICO","5","MEDICAMENTO -ANTIVIRALES DE USO SISTÉMICO","LISTADO BASICO","47226",
"MEDICAMENTO","51121502-003","DIGOXINA","HABILITADO","2251","false","SISTEMA CARDIOVASCULAR","MEDICAMENTO -TERAPIA CARDÍACA","0,25 MG __","COMPRIMIDO","BLISTER X 10","C","SISTEMA CARDIOVASCULAR","1","MEDICAMENTO -TERAPIA CARDÍACA","LISTADO BASICO","47227",
"MEDICAMENTO","51121602-002","DINITRATO DE ISOSORBIDE","HABILITADO","2253","false","SISTEMA CARDIOVASCULAR","MEDICAMENTO -TERAPIA CARDÍACA","5 MG __","COMPRIMIDO","BLISTER X 10","C","SISTEMA CARDIOVASCULAR","1","MEDICAMENTO -TERAPIA CARDÍACA","LISTADO BASICO","47228",
"MEDICAMENTO","51142009-002","DIPIRONA (METAMIZOL SODICO)","HABILITADO","2254","false","SISTEMA NERVIOSO","MEDICAMENTO -ANALGÉSICOS","1 G __","INYECTABLE","AMPOLLA X 2 ML","N","SISTEMA NERVIOSO","2","MEDICAMENTO -ANALGÉSICOS","LISTADO BASICO","47229",
"MEDICAMENTO","51142009-003","DIPIRONA (METAMIZOL SODICO)","HABILITADO","2255","false","SISTEMA NERVIOSO","MEDICAMENTO -ANALGÉSICOS","500MG/1ML __","LIQUIDO ORAL","FRASCO GOTERO X 10 ML","N","SISTEMA NERVIOSO","2","MEDICAMENTO -ANALGÉSICOS","LISTADO BASICO","47230",
